date, pm25, pm10, o3, no2, so2, co
2019/3/20, 57, 23, 45, 38, 4, 6
2019/3/21, 62, 23, 35, 33, 4, 5
2019/3/22, 64, 34, 40, 19, 3, 5
2019/3/23, 88, 19, 38, 21, 1, 4
2019/3/24, 59, 17, 36, 22, 2, 4
2019/3/25, 56, 22, 34, 35, 3, 6
2019/3/26, 66, 31, 64, 32, 4, 5
2019/3/27, 87, 40, 62, 38, 4, 6
2019/3/28, 98, 21, 45, 25, 5, 4
2019/3/29, 61, 21, 47, 25, 2, 4
2019/3/30, 62, 29, 38, 35, 4, 5
2019/3/31, 70, 17, 40, 19, 3, 3
2019/4/1, 50, 12, 41, 21, 2, 3
2018/10/2, 91, 21, 38, 27, 5, 4
2018/10/3, 136, 19, 43, 25, 4, 4
2018/10/4, 54, 26, 33, 30, 4, 4
2018/10/5, 65, 25, 31, 27, 3, 3
2018/10/6, 65, 19, 23, 17, 2, 3
2018/10/7, 46, 19, 36, 21, 2, 3
2018/10/8, 47, 16, 39, 21, 3, 3
2018/10/9, 46, 19, 42, 26, 3, 3
2018/10/10, 55, 27, 27, 30, 3, 4
2018/10/11, 66, 22, 36, 28, 3, 5
2018/10/12, 61, 14, 32, 20, 3, 3
2018/10/13, 40, 16, 31, 25, 1, 4
2018/10/14, 54, 17, 37, 19, 1, 3
2018/10/15, 53, 19, 35, 27, 3, 4
2018/10/16, 57, 25, 38, 26, 3, 4
2018/10/17, 72, 18, 38, 27, 3, 3
2018/10/18, 55, 21, 41, 29, 4, 5
2018/10/19, 55, 23, 46, 33, 4, 5
2018/10/20, 62, 16, 33, 27, 2, 4
2018/10/21, 47, 17, 37, 23, 2, 3
2018/10/22, 51, 22, 42, 31, 3, 4
2018/10/23, 59, 21, 31, 32, 5, 5
2018/10/24, 61, 29, 43, 30, 3, 4
2018/10/25, 71, 30, 35, 30, 4, 4
2018/10/26, 70, 25, 41, 29, 5, 4
2018/10/27, 65, 21, 37, 27, 1, 5
2018/10/28, 59, 19, 36, 23, 3, 3
2018/10/29, 56, 23, 38, 36, 4, 5
2018/10/30, 64, 20, 36, 33, 3, 4
2018/10/31, 58, 16, 30, 26, 2, 4
2018/11/1, 52, 13, 28, 28, 3, 4
2018/11/2, 46, 14, 30, 31, 3, 4
2018/11/3, 48, 17, 37, 26, 3, 4
2018/11/4, 49, 23, 30, 20, 3, 3
2018/11/5, 57, 19, 33, 23, 3, 4
2018/11/6, 53, 17, 33, 26, 3, 3
2018/11/7, 52, 20, 36, 31, 3, 4
2018/11/8, 58, 24, 41, 30, 3, 4
2018/11/9, 69, 21, 32, 30, 3, 5
2018/11/10, 58, 24, 40, 25, 4, 4
2018/11/11, 64, 32, 43, 25, 4, 5
2018/11/12, 80, 34, 30, 32, 3, 5
2018/11/13, 85, 17, 34, 27, 2, 4
2018/11/14, 55, 12, 32, 26, 2, 4
2018/11/15, 40, 15, 28, 29, 3, 4
2018/11/16, 46, 16, 29, 33, 4, 5
2018/11/17, 53, 19, 32, 29, 6, 5
2018/11/18, 59, 19, 35, 26, 2, 6
2018/11/19, 60, 19, 29, 29, 3, 5
2018/11/20, 54, 16, 32, 29, 3, 5
2018/11/21, 54, 22, 29, 32, 3, 5
2018/11/22, 65, 21, 31, 28, 4, 5
2018/11/23, 61, 12, 29, 24, 2, 4
2018/11/24, 47, 14, 26, 25, 2, 5
2018/11/25, 45, 20, 29, 29, 3, 6
2018/11/26, 60, 32, 27, 36, 3, 8
2018/11/27, 83, 35, 28, 43, 4, 8
2018/11/28, 89, 42, 35, 38, 5, 7
2018/11/29, 93, 30, 30, 32, 2, 6
2018/11/30, 66, 42, 25, 34, 3, 7
2018/12/1, 80, 41, 35, 30, 4, 6
2018/12/2, 94, 27, 33, 27, 3, 5
2018/12/3, 71, 27, 21, 31, 4, 6
2018/12/4, 70, 31, 26, 30, 4, 7
2018/12/5, 65, 16, 34, 15, 3, 4
2018/12/6, 51, 20, 19, 30, 4, 6
2018/12/7, 53, 21, 27, 18, 3, 4
2018/12/8, 49, 29, 29, 8, 4, 3
2018/12/9, 45, 11, 27, 6, 2, 3
2018/12/10, 50, 11, 21, 24, 2, 5
2018/12/11, 45, 13, 23, 29, 4, 5
2018/12/12, 44, 14, 29, 23, 2, 5
2018/12/13, 48, 15, 25, 33, 3, 6
2018/12/14, 62, 12, 29, 19, 3, 4
2018/12/15, 51, 14, 30, 20, 1, 4
2018/12/16, 52, 18, 23, 22, 2, 5
2018/12/17, 50, 21, 26, 28, 3, 6
2018/12/18, 60, 22, 29, 24, 4, 5
2018/12/19, 67, 25, 27, 36, 5, 7
2018/12/20, 74, 43, 10, 43, 4, 12
2018/12/21, 106, 29, 32, 33, 4, 8
2018/12/22, 77, 24, 27, 31, 3, 6
2018/12/23, 61, 22, 31, 22, 3, 6
2018/12/24, 61, 13, 32, 13, 3, 4
2018/12/25, 45, 18, 22, 31, 3, 6
2018/12/26, 60, 23, 21, 34, 4, 6
2018/12/27, 69, 15, 30, 15, 3, 4
2018/12/28, 49, 10, 30, 10, 2, 3
2018/12/29, 41, 11, 28, 14, 1, 3
2018/12/30, 46, 11, 28, 13, 1, 3
2018/12/31, 39, , , , , 
2018/7/2, 52, 20, 21, 19, 4, 3
2018/7/3, 52, 19, 15, 14, 4, 2
2018/7/4, 51, 25, 19, 17, 2, 3
2018/7/5, 44, 19, 20, 23, 1, 3
2018/7/6, 47, 14, 23, 24, 2, 4
2018/7/7, 37, 16, 7, 15, 2, 3
2018/7/8, 39, 15, 22, 13, 5, 2
2018/7/9, 45, 21, 23, 18, 7, 3
2018/7/10, 51, 21, 46, 23, 8, 3
2018/7/11, 56, 27, 55, 22, 8, 4
2018/7/12, 60, 24, 27, 21, 6, 3
2018/7/13, 63, 29, 32, 22, 7, 3
2018/7/14, 66, 30, 50, 19, 9, 3
2018/7/15, 70, 35, 71, 21, 11, 3
2018/7/16, 77, 52, 84, 23, 12, 3
2018/7/17, 110, 56, 107, 34, 11, 4
2018/7/18, 121, 52, 79, 30, 11, 4
2018/7/19, 114, 51, 80, 30, 10, 3
2018/7/20, 108, 34, 35, 21, 10, 3
2018/7/21, 72, 22, 44, 16, 7, 3
2018/7/22, 50, 21, 32, 14, 7, 2
2018/7/23, 46, 28, 35, 20, 8, 3
2018/7/24, 62, 29, 34, 21, 8, 2
2018/7/25, 67, 42, 81, 26, 11, 3
2018/7/26, 85, 46, 78, 26, 11, 3
2018/7/27, 85, 30, 57, 26, 11, 3
2018/7/28, 69, 31, 36, 19, 8, 2
2018/7/29, 69, 19, 29, 8, 4, 1
2018/7/30, 46, 23, 27, 18, 6, 2
2018/7/31, 52, 22, 26, 18, 8, 3
2018/8/1, 56, 26, 55, 25, 10, 3
2018/8/2, 60, 38, 59, 25, 8, 4
2018/8/3, 74, 30, 36, 21, 8, 3
2018/8/4, 67, 25, 63, 23, 11, 4
2018/8/5, 61, 29, 83, 22, 12, 3
2018/8/6, 72, 33, 39, 22, 8, 3
2018/8/7, 67, 21, 38, 18, 7, 3
2018/8/8, 53, 19, 29, 20, 4, 3
2018/8/9, 53, 17, 19, 17, 3, 3
2018/8/10, 42, 18, 32, 17, 7, 3
2018/8/11, 47, 29, 53, 18, 9, 3
2018/8/12, 64, 25, 25, 13, 6, 2
2018/8/13, 60, 25, 29, 17, 6, 3
2018/8/14, 54, 23, 37, 15, 7, 2
2018/8/15, 57, 18, 22, 12, 5, 2
2018/8/16, 46, 18, 19, 14, 3, 3
2018/8/17, 49, 16, 27, 15, 3, 2
2018/8/18, 50, 17, 53, 19, 7, 3
2018/8/19, 53, 21, 47, 15, 9, 2
2018/8/20, 62, 20, 35, 20, 7, 3
2018/8/21, 55, 18, 13, 11, 7, 2
2018/8/22, 53, 17, 13, 10, 5, 2
2018/8/23, 48, 22, 13, 8, 4, 2
2018/8/24, 42, 22, 21, 16, 5, 3
2018/8/25, 56, 27, 24, 17, 4, 3
2018/8/26, 59, 28, 33, 16, 4, 2
2018/8/27, 57, 28, 49, 22, 8, 3
2018/8/28, 65, 37, 39, 24, 7, 3
2018/8/29, 73, 36, 58, 25, 6, 3
2018/8/30, 77, 26, 35, 21, 4, 3
2018/8/31, 65, 30, 31, 20, 5, 3
2018/9/1, 58, 19, 28, 21, 5, 4
2018/9/2, 54, 19, 41, 16, 6, 3
2018/9/3, 54, 18, 23, 18, 5, 3
2018/9/4, 54, 20, 17, 10, 5, 2
2018/9/5, 46, 24, 54, 32, 7, 5
2018/9/6, 62, 38, 60, 35, 7, 4
2018/9/7, 86, 27, 21, 19, 8, 4
2018/9/8, 59, 16, 45, 24, 6, 4
2018/9/9, 52, 19, 26, 16, 5, 3
2018/9/10, 51, 14, 35, 18, 3, 3
2018/9/11, 40, 17, 40, 27, 7, 4
2018/9/12, 48, 18, 34, 26, 3, 3
2018/9/13, 54, 25, 38, 30, 7, 4
2018/9/14, 63, 18, 28, 27, 5, 4
2018/9/15, 53, 22, 24, 26, 6, 4
2018/9/16, 56, 27, 34, 18, 6, 4
2018/9/17, 64, 21, 32, 20, 7, 3
2018/9/18, 58, 26, 42, 26, 7, 5
2018/9/19, 66, 19, 44, 27, 6, 4
2018/9/20, 56, 19, 30, 30, 4, 4
2018/9/21, 57, 14, 23, 25, 6, 4
2018/9/22, 42, 17, 33, 23, 7, 4
2018/9/23, 53, 22, 38, 21, 8, 3
2018/9/24, 60, 28, 46, 26, 5, 4
2018/9/25, 73, 27, 34, 28, 7, 4
2018/9/26, 70, 18, 30, 30, 6, 4
2018/9/27, 50, 16, 32, 27, 5, 4
2018/9/28, 50, 18, 43, 24, 7, 4
2018/9/29, 56, 15, 31, 25, 5, 3
2018/9/30, 49, 13, 29, 10, 4, 2
2018/10/1, 37, 19, 37, 27, 5, 3
2018/4/2, 70, 40, 52, 37, 9, 6
2018/4/3, 91, 44, 47, 39, 10, 5
2018/4/4, 97, 32, 41, 28, 9, 4
2018/4/5, 73, 15, 39, 22, 3, 4
2018/4/6, 41, 30, 33, 33, 3, 6
2018/4/7, 62, 29, 39, 19, 1, 5
2018/4/8, 60, 19, 43, 19, 1, 5
2018/4/9, 61, 23, 41, 39, 5, 5
2018/4/10, 68, 32, 63, 37, 5, 5
2018/4/11, 75, 30, 36, 34, 4, 5
2018/4/12, 73, 29, 46, 31, 5, 5
2018/4/13, 67, 22, 46, 28, 3, 4
2018/4/14, 60, 24, 45, 27, 4, 4
2018/4/15, 59, 13, 40, 18, 2, 4
2018/4/16, 39, 52, 39, 19, 3, 4
2018/4/17, 80, 42, 34, 30, 3, 5
2018/4/18, 72, 22, 42, 27, 3, 4
2018/4/19, 54, 35, 58, 34, 5, 4
2018/4/20, 74, 34, 65, 33, 3, 5
2018/4/21, 82, 37, 81, 34, 6, 5
2018/4/22, 90, 37, 76, 28, 7, 6
2018/4/23, 90, 32, 66, 35, 5, 4
2018/4/24, 79, 25, 27, 32, 4, 5
2018/4/25, 60, 18, 41, 22, 2, 4
2018/4/26, 35, 14, 46, 20, 3, 3
2018/4/27, 42, 21, 46, 30, 5, 5
2018/4/28, 59, 35, 56, 28, 1, 4
2018/4/29, 91, 28, 66, 24, 4, 4
2018/4/30, 76, 29, 61, 27, 4, 4
2018/5/1, 78, 34, 83, 35, 5, 5
2018/5/2, 89, 34, 31, 35, 6, 5
2018/5/3, 84, 25, 46, 20, 4, 4
2018/5/4, 58, 22, 51, 22, 4, 5
2018/5/5, 63, 25, 64, 27, 6, 5
2018/5/6, 67, 25, 65, 24, 6, 4
2018/5/7, 67, 15, 35, 29, 3, 4
2018/5/8, 43, 13, 42, 25, 3, 4
2018/5/9, 40, 18, 44, 22, 2, 4
2018/5/10, 51, 15, 40, 22, 4, 3
2018/5/11, 48, 19, 55, 32, 3, 4
2018/5/12, 53, 23, 59, 29, 4, 4
2018/5/13, 66, 18, 35, 25, 3, 4
2018/5/14, 53, 22, 47, 27, 2, 4
2018/5/15, 56, 24, 80, 37, 6, 4
2018/5/16, 64, 30, 84, 37, 8, 5
2018/5/17, 77, 46, 54, 34, 7, 5
2018/5/18, 109, 55, 33, 28, 6, 5
2018/5/19, 117, 16, 39, 15, 4, 3
2018/5/20, 39, 14, 41, 14, 3, 3
2018/5/21, 40, 18, 48, 26, 4, 3
2018/5/22, 52, 18, 48, 26, 6, 3
2018/5/23, 54, 15, 38, 25, 2, 3
2018/5/24, 50, 19, 45, 27, 4, 3
2018/5/25, 50, 27, 76, 36, 8, 6
2018/5/26, 66, 32, 76, 34, 8, 5
2018/5/27, 78, 36, 80, 29, 10, 4
2018/5/28, 86, 32, 70, 35, 8, 5
2018/5/29, 82, 22, 41, 24, 5, 3
2018/5/30, 62, 22, 38, 26, 1, 3
2018/5/31, 59, 30, 32, 30, 5, 5
2018/6/1, 64, 24, 46, 26, 3, 4
2018/6/2, 63, 20, 78, 26, 6, 4
2018/6/3, 58, 22, 63, 21, 7, 3
2018/6/4, 63, 23, 67, 29, 7, 3
2018/6/5, 66, 24, 61, 32, 5, 4
2018/6/6, 65, 14, 37, 28, 2, 4
2018/6/7, 41, 15, 45, 26, 4, 4
2018/6/8, 49, 32, 34, 30, 1, 5
2018/6/9, 70, 29, 53, 20, 4, 3
2018/6/10, 76, 25, 41, 17, 3, 3
2018/6/11, 68, 17, 28, 21, 3, 4
2018/6/12, 40, 11, 39, 21, 4, 3
2018/6/13, 34, 11, 38, 18, 3, 2
2018/6/14, 39, 17, 38, 23, 4, 3
2018/6/15, 50, 20, 29, 20, 3, 4
2018/6/16, 54, 13, 35, 14, 2, 3
2018/6/17, 41, 17, 40, 11, 4, 2
2018/6/18, 52, 15, 35, 21, 4, 3
2018/6/19, 49, 20, 31, 30, 4, 4
2018/6/20, 51, 16, 25, 30, 3, 4
2018/6/21, 45, 20, 43, 30, 5, 4
2018/6/22, 56, 33, 75, 30, 7, 4
2018/6/23, 85, 30, 37, 28, 4, 4
2018/6/24, 75, 25, 70, 21, 5, 4
2018/6/25, 68, 38, 112, 35, 9, 6
2018/6/26, 93, 34, 62, 31, 8, 4
2018/6/27, 83, 30, 18, 15, 4, 3
2018/6/28, 57, 28, 19, 17, 5, 2
2018/6/29, 61, 18, 13, 16, 5, 3
2018/6/30, 41, 18, 25, 13, 5, 3
2018/7/1, 46, 20, 14, 7, 4, 2
2018/1/2, 56, 15, 32, 20, 3, 3
2018/1/3, 50, 13, 30, 9, 3, 4
2018/1/4, 40, 9, 22, 14, 3, 4
2018/1/5, 26, 9, 12, 21, 3, 5
2018/1/6, 33, 13, 23, 20, 4, 5
2018/1/7, 46, 12, 26, 14, 3, 4
2018/1/8, 31, 7, 21, 16, 3, 4
2018/1/9, 22, 19, 30, 25, 3, 5
2018/1/10, 51, 19, 24, 31, 4, 6
2018/1/11, 64, 12, 23, 21, 4, 4
2018/1/12, 48, 13, 25, 27, 4, 4
2018/1/13, 50, 15, 28, 32, 3, 5
2018/1/14, 55, 15, 21, 27, 2, 4
2018/1/15, 57, 19, 20, 36, 4, 6
2018/1/16, 60, 32, 21, 41, 7, 7
2018/1/17, 86, 30, 32, 36, 3, 8
2018/1/18, 74, 23, 32, 32, 3, 6
2018/1/19, 62, 38, 31, 32, 3, 7
2018/1/20, 104, 26, 27, 31, 3, 6
2018/1/21, 71, 24, 32, 27, 3, 5
2018/1/22, 69, 16, 20, 32, 3, 5
2018/1/23, 54, 24, 34, 30, 4, 5
2018/1/24, 67, 10, 32, 22, 2, 3
2018/1/25, 36, 9, 28, 24, 3, 3
2018/1/26, 30, 9, 29, 25, 2, 4
2018/1/27, 35, 14, 30, 25, 3, 4
2018/1/28, 46, 21, 26, 28, 2, 5
2018/1/29, 66, 26, 34, 32, 3, 6
2018/1/30, 77, 15, 29, 32, 3, 5
2018/1/31, 51, 21, 29, 41, 4, 6
2018/2/1, 62, 24, 14, 40, 4, 7
2018/2/2, 76, 22, 21, 33, 3, 6
2018/2/3, 67, 23, 33, 28, 3, 5
2018/2/4, 72, 17, 32, 25, 5, 4
2018/2/5, 55, 13, 29, 24, 3, 4
2018/2/6, 48, 12, 31, 27, 3, 4
2018/2/7, 47, 13, 29, 30, 3, 4
2018/2/8, 51, 17, 31, 37, 4, 5
2018/2/9, 57, 25, 34, 41, 6, 6
2018/2/10, 74, 32, 29, 40, 2, 6
2018/2/11, 91, 19, 33, 22, , 4
2018/2/12, 58, 19, 33, 23, 2, 4
2018/2/13, 60, 18, 30, 34, 7, 4
2018/2/14, 55, 22, 32, 40, 5, 5
2018/2/15, 66, 26, 31, 37, 5, 6
2018/2/16, 75, 25, 30, 40, 4, 5
2018/2/17, 72, 23, 35, 30, 4, 4
2018/2/18, 67, 16, 33, 18, 4, 3
2018/2/19, 42, 18, 31, 35, 3, 4
2018/2/20, 54, 27, 38, 35, 3, 5
2018/2/21, 79, 19, 33, 33, 3, 4
2018/2/22, 63, 15, 34, 32, 4, 4
2018/2/23, 50, 23, 40, 32, 2, 4
2018/2/24, 63, 35, 41, 33, 6, 5
2018/2/25, 94, 28, 38, 20, 2, 4
2018/2/26, 77, 30, 39, 30, 2, 4
2018/2/27, 81, 23, 35, 39, 4, 5
2018/2/28, 70, 38, 47, 39, 5, 5
2018/3/1, 96, 21, 45, 25, 3, 4
2018/3/2, 57, 23, 38, 20, 2, 3
2018/3/3, 64, 25, 40, 35, 5, 5
2018/3/4, 67, 28, 44, 30, 7, 5
2018/3/5, 73, 21, 34, 30, 4, 5
2018/3/6, 52, 16, 36, 15, 3, 2
2018/3/7, 47, 20, 32, 29, 2, 3
2018/3/8, 57, 14, 32, 35, 2, 5
2018/3/9, 39, 13, 36, 18, 2, 2
2018/3/10, 35, 17, 37, 16, 2, 3
2018/3/11, 52, 23, 41, 21, 4, 4
2018/3/12, 64, 28, 42, 30, 3, 6
2018/3/13, 79, 30, 44, 40, 7, 6
2018/3/14, 81, 32, 44, 45, 8, 6
2018/3/15, 83, 33, 42, 38, 5, 5
2018/3/16, 84, 15, 36, 23, 5, 3
2018/3/17, 45, 15, 37, 23, 4, 3
2018/3/18, 47, 16, 41, 28, 4, 3
2018/3/19, 49, 22, 32, 32, 4, 6
2018/3/20, 57, 13, 37, 18, 4, 2
2018/3/21, 39, 9, 37, 22, 3, 3
2018/3/22, 30, 10, 36, 26, 2, 4
2018/3/23, 26, 15, 39, 23, 4, 5
2018/3/24, 42, 17, 40, 29, 4, 4
2018/3/25, 54, 41, 66, 29, 7, 5
2018/3/26, 106, 51, 55, 45, 8, 7
2018/3/27, 128, 42, 62, 45, 8, 6
2018/3/28, 105, 43, 61, 46, 8, 6
2018/3/29, 106, 45, 57, 41, 9, 6
2018/3/30, 106, 22, 44, 20, 5, 4
2018/3/31, 64, 23, 49, 27, 3, 4
2018/4/1, 64, 28, 50, 28, 4, 4
2017/10/2, 64, 22, 30, 31, 9, 5
2017/10/3, 58, 15, 33, 26, 9, 5
2017/10/4, 49, 16, 33, 23, 4, 3
2017/10/5, 48, 15, 39, 30, 3, 5
2017/10/6, 51, 16, 32, 28, 3, 5
2017/10/7, 53, 14, 29, 28, 5, 5
2017/10/8, 47, 17, 37, 18, 5, 4
2017/10/9, 54, 24, 49, 26, 5, 5
2017/10/10, 65, 36, 46, 30, 5, 6
2017/10/11, 85, 44, 78, 39, 7, 6
2017/10/12, 109, 26, 28, 27, 4, 5
2017/10/13, 67, 12, 32, 24, 4, 4
2017/10/14, 40, 18, 21, 24, 5, 5
2017/10/15, 52, 16, 23, 20, , 4
2017/10/16, 50, 11, 27, 26, 3, 4
2017/10/17, 39, 17, 27, 31, 3, 7
2017/10/18, 50, 24, 32, 28, 3, 5
2017/10/19, 61, 15, 32, 29, 3, 4
2017/10/20, 51, 14, 22, 26, 3, 5
2017/10/21, 43, 17, 22, 26, 3, 5
2017/10/22, 49, 9, 35, 18, , 3
2017/10/23, 33, 14, 39, 20, 3, 4
2017/10/24, 49, 23, 23, 29, 3, 5
2017/10/25, 64, 18, 35, 31, 3, 5
2017/10/26, 51, 27, 42, 34, 4, 6
2017/10/27, 73, 28, 48, 34, 4, 5
2017/10/28, 75, 22, 34, 28, 3, 4
2017/10/29, 62, 13, 36, 27, 3, 4
2017/10/30, 43, 25, 36, 20, 2, 3
2017/10/31, 72, 26, 31, 31, 3, 6
2017/11/1, 74, 25, 40, 41, 4, 6
2017/11/2, 73, 33, 43, 44, 5, 12
2017/11/3, 86, 38, 46, 38, 5, 9
2017/11/4, 95, 29, 35, 26, 4, 6
2017/11/5, 76, 33, 33, 22, 3, 5
2017/11/6, 89, 32, 36, 38, 4, 7
2017/11/7, 86, 36, 37, 40, 3, 8
2017/11/8, 88, 49, 9, 39, 6, 9
2017/11/9, 98, 31, 34, 31, 5, 6
2017/11/10, 75, 23, 31, 35, 5, 6
2017/11/11, 68, 23, 31, 29, 4, 5
2017/11/12, 63, 16, 29, 21, 1, 4
2017/11/13, 52, 19, 28, 32, 5, 7
2017/11/14, 55, 26, 10, 35, 4, 9
2017/11/15, 68, 28, 32, 32, 5, 6
2017/11/16, 70, 18, 28, 33, 4, 7
2017/11/17, 57, 22, 29, 34, 4, 7
2017/11/18, 67, 19, 26, 30, 3, 6
2017/11/19, 57, 11, 30, 20, 1, 3
2017/11/20, 42, 13, 26, 28, 3, 6
2017/11/21, 46, 12, 27, 28, 2, 6
2017/11/22, 45, 19, 16, 34, 4, 7
2017/11/23, 59, 20, 31, 26, 3, 5
2017/11/24, 55, 15, 27, 30, 4, 6
2017/11/25, 52, 19, 27, 34, 4, 7
2017/11/26, 65, 24, 22, 28, 5, 7
2017/11/27, 75, 26, 32, 32, 3, 8
2017/11/28, 75, 28, 30, 41, 7, 8
2017/11/29, 77, 45, 6, 42, 5, 12
2017/11/30, 106, 28, 26, 29, 4, 7
2017/12/1, 69, 13, 30, 26, 3, 5
2017/12/2, 44, 15, 26, 29, 3, 6
2017/12/3, 51, 19, 27, 24, 4, 6
2017/12/4, 62, 30, 15, 39, 5, 8
2017/12/5, 82, 19, 28, 29, 4, 5
2017/12/6, 56, 15, 27, 27, 5, 6
2017/12/7, 48, 21, 19, 37, 6, 9
2017/12/8, 71, 24, 24, 34, 5, 7
2017/12/9, 70, 17, 24, 31, 2, 7
2017/12/10, 56, 21, 26, 26, 4, 6
2017/12/11, 66, 19, 29, 29, 4, 6
2017/12/12, 60, 13, 25, 22, 4, 4
2017/12/13, 41, 11, 26, 29, 4, 5
2017/12/14, 43, 11, 26, 27, 3, 6
2017/12/15, 43, 13, 26, 28, 3, 6
2017/12/16, 51, 25, 30, 31, 4, 7
2017/12/17, 74, 13, 30, 19, 3, 4
2017/12/18, 47, 18, 28, 35, 4, 7
2017/12/19, 55, 20, 26, 35, 5, 7
2017/12/20, 62, 22, 22, 42, 5, 9
2017/12/21, 71, 23, 27, 39, 4, 9
2017/12/22, 72, 31, 17, 43, 7, 10
2017/12/23, 88, 39, 18, 41, 7, 11
2017/12/24, 105, 37, 27, 30, 4, 8
2017/12/25, 97, 15, 32, 29, 4, 6
2017/12/26, 50, 16, 27, 30, 4, 6
2017/12/27, 55, 11, 28, 25, 2, 4
2017/12/28, 40, 14, 29, 27, 3, 4
2017/12/29, 45, 17, 25, 30, 3, 7
2017/12/30, 55, 18, 29, 22, 3, 5
2017/12/31, 54, 18, 21, 26, 3, 7
2018/1/1, 54, 16, 28, 20, 2, 3
2017/7/2, 59, 28, 36, 18, 6, 4
2017/7/3, 65, 41, 34, 24, 7, 4
2017/7/4, 82, 36, 13, 19, 6, 5
2017/7/5, 68, 22, 30, 32, 4, 6
2017/7/6, 65, 30, 54, 27, 7, 5
2017/7/7, 70, 42, 67, 34, 9, 6
2017/7/8, 83, 38, 57, 28, 8, 5
2017/7/9, 74, 32, 34, 19, 8, 5
2017/7/10, 69, 26, 50, 28, 5, 5
2017/7/11, 60, 32, 49, 27, 6, 4
2017/7/12, 66, 39, 34, 27, 6, 5
2017/7/13, 73, 45, 79, 31, 6, 5
2017/7/14, 84, 36, 28, 25, 5, 5
2017/7/15, 69, 33, 68, 27, 8, 5
2017/7/16, 74, 52, 48, 22, 9, 5
2017/7/17, 98, 42, 38, 22, 5, 4
2017/7/18, 74, 30, 33, 28, 4, 5
2017/7/19, 62, 35, 66, 32, 8, 5
2017/7/20, 72, 34, 40, 28, 7, 5
2017/7/21, 66, 31, 25, 19, 7, 4
2017/7/22, 68, 30, 51, 23, 12, 4
2017/7/23, 63, 32, 37, 22, 8, 4
2017/7/24, 66, 33, 44, 26, 8, 4
2017/7/25, 64, 41, 27, 25, 7, 5
2017/7/26, 67, 26, 29, 21, 6, 4
2017/7/27, 57, 24, 36, 23, 9, 4
2017/7/28, 58, 35, 52, 27, 8, 5
2017/7/29, 66, 40, 32, 20, 9, 5
2017/7/30, 77, 38, 48, 17, 9, 4
2017/7/31, 70, 44, 57, 27, 9, 5
2017/8/1, 73, 32, 32, 22, 10, 4
2017/8/2, 66, 25, 41, 25, 11, 4
2017/8/3, 56, 20, 26, 21, 7, 3
2017/8/4, 45, 22, 24, 20, 8, 4
2017/8/5, 51, 24, 27, 20, 9, 3
2017/8/6, 52, 32, 31, 15, 9, 4
2017/8/7, 64, 29, 24, 16, 6, 3
2017/8/8, 46, 22, 28, 22, 5, 3
2017/8/9, 49, 31, 62, 29, 11, 4
2017/8/10, 73, 46, 68, 37, 9, 6
2017/8/11, 83, 38, 78, 28, 13, 5
2017/8/12, 70, 22, 24, 14, 8, 3
2017/8/13, 54, 18, 24, 15, 9, 2
2017/8/14, 49, 17, 25, 14, 8, 3
2017/8/15, 47, 23, 23, 17, 8, 4
2017/8/16, 52, 19, 32, 18, 10, 5
2017/8/17, 51, 30, 71, 26, 10, 5
2017/8/18, 63, 29, 58, 31, 7, 5
2017/8/19, 63, 24, 36, 19, 11, 4
2017/8/20, 52, 24, 48, 17, 11, 4
2017/8/21, 55, 40, 65, 29, 11, 5
2017/8/22, 78, 32, 25, 24, 8, 4
2017/8/23, 63, 31, 36, 27, 10, 5
2017/8/24, 65, 44, 59, 34, 11, 5
2017/8/25, 84, 45, 44, 33, 9, 5
2017/8/26, 77, 29, 41, 26, 9, 4
2017/8/27, 65, 26, 53, 19, 12, 4
2017/8/28, 64, 36, 43, 29, 12, 6
2017/8/29, 73, 50, 68, 34, 10, 6
2017/8/30, 100, 24, 38, 20, 8, 4
2017/8/31, 55, 17, 37, 28, 7, 3
2017/9/1, 49, 21, 37, 22, 7, 3
2017/9/2, 56, 20, 34, 25, 7, 3
2017/9/3, 58, 21, 35, 19, 8, 3
2017/9/4, 56, 18, 42, 29, 10, 4
2017/9/5, 53, 32, 49, 31, 10, 5
2017/9/6, 70, 17, 33, 24, 9, 3
2017/9/7, 56, , , , , 
2017/9/12, 59, 19, 27, 29, 7, 5
2017/9/13, 53, 19, 38, 26, 8, 5
2017/9/14, 56, 20, 38, 25, 8, 4
2017/9/15, 58, 15, 30, 27, 6, 4
2017/9/16, 50, 16, 31, 23, 7, 4
2017/9/17, 54, 12, 29, 12, 6, 3
2017/9/18, 35, 15, 34, 17, 6, 3
2017/9/19, 51, 29, 55, 35, 10, 5
2017/9/20, 70, 42, 49, 37, 10, 6
2017/9/21, 98, 21, 42, 28, 8, 4
2017/9/22, 57, 24, 38, 34, 10, 5
2017/9/23, 61, 23, 40, 26, 9, 5
2017/9/24, 65, 23, 44, 21, 10, 5
2017/9/25, 63, 26, 51, 32, 11, 6
2017/9/26, 72, 29, 72, 35, 9, 5
2017/9/27, 77, 22, 36, 30, 8, 4
2017/9/28, 61, 14, 34, 25, 7, 4
2017/9/29, 44, 20, 42, 29, 8, 4
2017/9/30, 57, 21, 42, 27, 8, 5
2017/10/1, 61, 23, 42, 22, 7, 4
2017/4/2, 55, 17, 44, 26, 4, 3
2017/4/3, 59, 24, 55, 36, 6, 5
2017/4/4, 73, 30, 58, 41, 7, 5
