date, pm25, pm10, o3, no2, so2, co
2014/5/4, 93, 22, 51, 21, 6, 4
2014/5/5, 64, 31, 41, 29, 5, 4
2014/5/6, 74, 23, 51, 21, 6, 3
2014/5/7, 66, 28, 68, 37, 7, 5
2014/5/8, 76, 28, 64, 45, 7, 5
2014/5/9, 75, 25, 55, 34, 6, 5
2014/5/10, 74, 23, 56, 26, 5, 4
2014/5/11, 68, 23, 64, 23, 6, 4
2014/5/12, 67, 25, 50, 38, 6, 5
2014/5/13, 69, 26, 63, 36, 6, 5
2014/5/14, 61, 33, 54, 49, 8, 7
2014/5/15, 90, 25, 55, 39, 5, 5
2014/5/16, 67, 26, 59, 32, 5, 5
2014/5/17, 73, 19, 52, 27, 5, 4
2014/5/18, 54, 11, 45, 22, 5, 4
2014/5/19, 40, 24, 68, 37, 7, 5
2014/5/20, 64, 43, 50, 35, 7, 5
2014/5/21, 96, 17, 53, 27, 4, 4
2014/5/22, 54, 29, 48, 31, 4, 4
2014/5/23, 76, 16, 44, 23, 4, 4
2014/5/24, 51, 18, 63, 29, 6, 5
2014/5/25, 58, 26, 63, 25, 7, 5
2014/5/26, 71, 23, 34, 35, 5, 5
2014/5/27, 65, 27, 46, 37, 6, 6
2014/5/28, 65, 47, 85, 40, 9, 6
2014/5/29, 101, 42, 76, 38, 10, 5
2014/5/30, 95, 58, 83, 37, 12, 5
2014/5/31, 138, 61, 87, 35, 10, 6
2014/6/1, 144, 47, 92, 32, 11, 5
2014/6/2, 114, 49, 92, 44, 11, 6
2014/6/3, 120, 37, 52, 37, 8, 5
2014/6/4, 89, 35, 39, 29, 6, 4
2014/6/5, 95, 21, 36, 27, 4, 4
2014/6/6, 59, 20, 38, 31, 5, 4
2014/6/7, 56, 29, 32, 28, 5, 5
2014/6/8, 67, 24, 52, 23, 6, 4
2014/6/9, 61, 23, 45, 27, 6, 4
2014/6/10, 65, 31, 29, 27, 5, 4
2014/6/11, 75, 26, 16, 20, 4, 5
2014/6/12, 67, 18, 30, 24, 4, 4
2014/6/13, 50, 15, 34, 29, 4, 4
2014/6/14, 51, 26, 67, 28, 6, 4
2014/6/15, 74, 41, 75, 28, 6, 5
2014/6/16, 107, 42, 83, 39, 8, 5
2014/6/17, 107, 41, 70, 46, 9, 6
2014/6/18, 106, 34, 50, 38, 8, 5
2014/6/19, 89, 28, 73, 36, 6, 5
2014/6/20, 74, 32, 81, 36, 7, 5
2014/6/21, 84, 32, 46, 29, 6, 5
2014/6/22, 81, 23, 38, 21, 4, 4
2014/6/23, 60, 21, 35, 25, 4, 4
2014/6/24, 57, 21, 42, 27, 6, 3
2014/6/25, 57, 21, 65, 32, 6, 4
2014/6/26, 64, 40, 44, 31, 6, 5
2014/6/27, 89, 25, 32, 30, 5, 4
2014/6/28, 69, 15, 35, 26, 4, 4
2014/6/29, 47, 27, 46, 23, 5, 4
2014/6/30, 67, 41, 51, 34, 5, 5
2014/7/1, 94, 31, 42, 31, 5, 4
2014/1/2, 95, 26, 26, 25, 5, 6
2014/1/3, 64, 19, 26, 26, 5, 7
2014/1/4, 54, 21, 28, 23, 3, 8
2014/1/5, 61, 13, 27, 25, 3, 6
2014/1/6, 41, 14, 24, 32, 4, 8
2014/1/7, 47, 19, 20, 38, 4, 9
2014/1/8, 63, 22, 12, 38, 5, 9
2014/1/9, 61, 9, 29, 28, 3, 6
2014/1/10, 29, 9, 29, 33, 3, 6
2014/1/11, 33, 18, 28, 35, 4, 7
2014/1/12, 56, 31, 27, 30, 6, 8
2014/1/13, 97, 19, 30, 23, 5, 5
2014/1/14, 55, 14, 25, 35, 4, 7
2014/1/15, 45, 14, 26, 37, 5, 7
2014/1/16, 48, 15, 25, 39, 4, 8
2014/1/17, 54, 15, 28, 34, 3, 7
2014/1/18, 51, 19, 15, 36, 3, 8
2014/1/19, 62, , , , , 
2014/1/21, 90, 33, 28, 40, 6, 10
2014/1/22, 84, 22, 30, 34, 4, 8
2014/1/23, 64, 24, 25, 38, 5, 8
2014/1/24, 69, 27, 23, 46, 8, 12
2014/1/25, 78, 32, 5, 40, 5, 12
2014/1/26, 88, 19, 31, 17, 4, 5
2014/1/27, 59, 14, 31, 27, 4, 5
2014/1/28, 48, 29, 18, 44, 7, 9
2014/1/29, 78, 27, 31, 37, 5, 8
2014/1/30, 73, 34, 9, 51, 5, 11
2014/1/31, 82, 31, 32, 38, 5, 8
2014/2/1, 77, 21, 17, 36, 4, 8
2014/2/2, 59, 42, 19, 34, 5, 9
2014/2/3, 87, 46, 21, 37, 6, 11
2014/2/4, 94, 8, 29, 21, 4, 4
2014/2/5, 26, 10, 29, 22, 3, 4
2014/2/6, 31, 10, 28, 26, 3, 4
2014/2/7, 36, 12, 31, 28, 3, 7
2014/2/8, 39, 11, 28, 32, 3, 6
2014/2/9, 32, 10, 31, 23, 3, 4
2014/2/10, 30, 15, 31, 30, 3, 6
2014/2/11, 49, 11, 31, 19, 2, 4
2014/2/12, 35, 14, 31, 34, 3, 6
2014/2/13, 43, 16, 31, 30, 2, 5
2014/2/14, 45, 17, 32, 43, 3, 6
2014/2/15, 47, 14, 33, 35, 2, 5
2014/2/16, 35, 30, 38, 22, 6, 5
2014/2/17, 76, 36, 37, 38, 5, 8
2014/2/18, 93, 19, 37, 23, 3, 4
2014/2/19, 57, 16, 36, 23, 3, 5
2014/2/20, 52, 22, 35, 38, 4, 6
2014/2/21, 65, 23, 35, 35, 4, 6
2014/2/22, 67, 19, 35, 34, 4, 6
2014/2/23, 57, 20, 38, 30, 4, 5
2014/2/24, 62, 21, 39, 41, 5, 7
2014/2/25, 65, 45, 44, 45, 9, 9
2014/2/26, 121, 58, 40, 50, 8, 10
2014/2/27, 149, 37, 38, 43, 5, 8
2014/2/28, 78, 31, 41, 31, 4, 5
2014/3/1, 76, 42, 33, 31, 5, 7
2014/3/2, 106, 19, 37, 21, 3, 5
2014/3/3, 55, 13, 34, 25, 3, 4
2014/3/4, 41, 21, 33, 38, 4, 6
2014/3/5, 56, 19, 39, 32, 4, 6
2014/3/6, 54, 17, 37, 27, 3, 5
2014/3/7, 55, 15, 33, 34, 4, 5
2014/3/8, 48, 15, 34, 27, 3, 5
2014/3/9, 52, 23, 36, 26, 5, 5
2014/3/10, 66, 13, 37, 22, 3, 4
2014/3/11, 43, 18, 32, 35, 5, 6
2014/3/12, 54, 30, 34, 48, 8, 8
2014/3/13, 81, 26, 35, 37, 5, 7
2014/3/14, 60, 11, 37, 22, 3, 4
2014/3/15, 40, 21, 40, 32, 4, 6
2014/3/16, 62, 51, 62, 35, 9, 7
2014/3/17, 124, 57, 71, 51, 9, 9
2014/3/18, 145, 53, 36, 49, 7, 9
2014/3/19, 124, 30, 42, 35, 5, 5
2014/3/20, 75, 17, 36, 37, 4, 6
2014/3/21, 52, 12, 35, 22, 3, 4
2014/3/22, 36, 13, 33, 27, 4, 4
2014/3/23, 48, 38, 41, 40, 9, 7
2014/3/24, 101, 53, 62, 54, 11, 9
2014/3/25, 136, 42, 42, 60, 12, 8
2014/3/26, 107, 38, 17, 45, 6, 9
2014/3/27, 89, 32, 45, 37, 5, 6
2014/3/28, 70, 38, 50, 45, 7, 7
2014/3/29, 93, 31, 46, 39, 7, 6
2014/3/30, 77, 18, 47, 27, 5, 5
2014/3/31, 52, 23, 49, 23, 6, 4
2014/4/1, 65, 26, 41, 40, 5, 6
2020/9/13, , 16, 22, 9, 1, 1
2020/4/1, , 11, 39, 19, 2, 3
2020/1/1, , 13, 27, 18, 1, 3
2019/1/1, , 19, 26, 17, 3, 3
2017/9/11, , 22, 35, 30, 9, 5
2017/1/2, , 32, 24, 27, 6, 7
2016/1/1, , 14, 27, 22, 3, 5
2015/1/1, , 9, 30, 22, 3, 3
2014/9/8, , 23, 42, 35, 4, 5
2014/1/1, , 40, 31, 30, 6, 8
2014/1/20, , 31, 20, 42, 6, 9
